date,OT1,OT2,OT3
2023-07-04 02:00:00,0.36,-1.39,0.01
2023-07-04 03:00:00,0.06,-1.51,0.02
2023-07-04 04:00:00,0.17,0.24,0.03
2023-07-04 05:00:00,0.57,0.8,-0.03
2023-07-04 06:00:00,0.45,-1.14,-0.16
2023-07-04 07:00:00,0.42,-1.78,-0.16
2023-07-04 08:00:00,0.1,-0.36,-0.14
2023-07-04 09:00:00,1.14,0.47,-0.15
2023-07-04 10:00:00,0.88,-0.71,-0.19
2023-07-04 11:00:00,0.19,-1.95,-0.25
2023-07-04 12:00:00,0.04,-0.82,-0.32
2023-07-04 13:00:00,0.65,0.2,-0.35
2023-07-04 14:00:00,0.86,0.35,-0.32
2023-07-04 15:00:00,0.22,-1.41,-0.34
2023-07-04 16:00:00,0.02,-1.33,-0.34
2023-07-04 17:00:00,0.29,0.32,-0.38
2023-07-04 18:00:00,0.8,0.87,-0.37
2023-07-04 19:00:00,0.6,-1.16,-0.23
2023-07-04 20:00:00,0.25,-1.79,-0.23
2023-07-04 21:00:00,0.13,-0.34,-0.21
2023-07-04 22:00:00,1.25,0.46,-0.11
2023-07-04 23:00:00,0.78,-0.8,-0.08
2023-07-05 00:00:00,0.14,-1.77,-0.09
2023-07-05 01:00:00,0.07,-0.85,-0.04
2023-07-05 02:00:00,0.63,0.12,0.04
2023-07-05 03:00:00,0.58,0.16,0.06
2023-07-05 04:00:00,0.43,-1.28,0.04
2023-07-05 05:00:00,0.25,-1.28,0.08
2023-07-05 06:00:00,0.38,0.12,0.14
2023-07-05 07:00:00,0.96,0.61,0.18
2023-07-05 08:00:00,0.66,-0.95,0.19
2023-07-05 09:00:00,0.33,-1.75,0.15
2023-07-05 10:00:00,0.14,-0.67,0.09
2023-07-05 11:00:00,0.92,0.28,0.04
2023-07-05 12:00:00,0.73,-0.16,-0.02
2023-07-05 13:00:00,0.3,-1.66,-0.1
2023-07-05 14:00:00,0.15,-0.93,-0.15
2023-07-05 15:00:00,0.64,0.49,-0.2
2023-07-05 16:00:00,0.33,0.46,-0.25
2023-07-05 17:00:00,0.36,-1.35,-0.24
2023-07-05 18:00:00,0.12,-1.39,-0.22
2023-07-05 19:00:00,0.48,0.09,-0.22
2023-07-05 20:00:00,0.7,0.5,-0.23
2023-07-05 21:00:00,0.49,-1.19,-0.22
2023-07-05 22:00:00,0.38,-0.88,-0.31
2023-07-05 23:00:00,0.18,-0.52,-0.39
2023-07-06 00:00:00,1.13,-0.74,-0.42
2023-07-06 01:00:00,0.71,-0.52,-0.42
2023-07-06 02:00:00,0.27,-0.2,-0.33
2023-07-06 03:00:00,0.08,-0.64,-0.12
2023-07-06 04:00:00,0.87,-0.88,0.13
2023-07-06 05:00:00,0.62,-0.85,0.36
2023-07-06 06:00:00,0.25,-0.93,0.61
2023-07-06 07:00:00,0.06,-0.7,0.73
2023-07-06 08:00:00,0.64,-0.72,0.72
2023-07-06 09:00:00,0.7,-0.63,0.7
2023-07-06 10:00:00,0.28,-0.55,0.74
2023-07-06 11:00:00,0.32,-0.55,0.78
2023-07-06 12:00:00,0.33,-0.49,0.76
2023-07-06 13:00:00,1.18,-0.34,0.81
2023-07-06 14:00:00,0.56,-0.12,0.87
2023-07-06 15:00:00,0.11,0.08,0.93
2023-07-06 16:00:00,0.11,0.21,0.91
2023-07-06 17:00:00,0.92,-0.05,0.87
2023-07-06 18:00:00,0.59,0.07,0.88
2023-07-06 19:00:00,0.25,0.05,0.91
2023-07-06 20:00:00,0.2,-0.24,0.93
2023-07-06 21:00:00,0.82,-0.31,0.86
2023-07-06 22:00:00,0.68,-0.27,0.77
2023-07-06 23:00:00,0.32,-0.32,0.7
2023-07-07 00:00:00,0.12,-0.39,0.62
2023-07-07 01:00:00,0.35,-0.42,0.55
2023-07-07 02:00:00,0.87,-0.28,0.57
2023-07-07 03:00:00,0.6,-0.21,0.41
2023-07-07 04:00:00,0.45,-0.11,0.18
2023-07-07 05:00:00,0.49,-0.01,0.03
2023-07-07 06:00:00,1.39,0.05,-0.02
2023-07-07 07:00:00,0.73,0.06,-0.08
2023-07-07 08:00:00,0.19,0.01,-0.1
2023-07-07 09:00:00,0.24,-0.06,-0.13
2023-07-07 10:00:00,1.33,-0.15,-0.12
2023-07-07 11:00:00,0.83,-0.2,-0.09
2023-07-07 12:00:00,0.26,-0.19,-0.07
2023-07-07 13:00:00,0.23,-0.17,-0.11
2023-07-07 14:00:00,1.11,-0.11,-0.24
2023-07-07 15:00:00,0.83,-0.1,-0.21
2023-07-07 16:00:00,0.3,-0.31,0.01
2023-07-07 17:00:00,0.12,-0.55,0.14
2023-07-07 18:00:00,0.85,-0.64,0.3
2023-07-07 19:00:00,0.75,-0.79,0.42
2023-07-07 20:00:00,0.4,-0.88,0.47
2023-07-07 21:00:00,0.12,-0.98,0.54
2023-07-07 22:00:00,0.57,-0.92,0.58
2023-07-07 23:00:00,0.55,-0.86,0.63
2023-07-08 00:00:00,0.6,-0.8,0.63
2023-07-08 01:00:00,0.5,-0.82,0.61
2023-07-08 02:00:00,0.25,-0.8,0.55
2023-07-08 03:00:00,0.99,-0.76,0.61
2023-07-08 04:00:00,0.62,-0.67,0.67
2023-07-08 05:00:00,0.42,-0.56,0.7
2023-07-08 06:00:00,0.34,-0.39,0.61
2023-07-08 07:00:00,0.84,-0.3,0.61
2023-07-08 08:00:00,0.41,-0.28,0.81
2023-07-08 09:00:00,0.48,-0.21,0.88
2023-07-08 10:00:00,0.3,-0.2,0.88
2023-07-08 11:00:00,0.83,-0.18,0.81
2023-07-08 12:00:00,0.86,-0.19,0.86
2023-07-08 13:00:00,0.45,-0.17,0.95
2023-07-08 14:00:00,0.55,-0.17,0.97
2023-07-08 15:00:00,0.58,-0.18,0.99
2023-07-08 16:00:00,1.12,-0.11,0.99
2023-07-08 17:00:00,0.57,-0.06,0.98
2023-07-08 18:00:00,0.49,0.0,0.96
2023-07-08 19:00:00,0.38,0.04,0.93
2023-07-08 20:00:00,0.07,-0.37,-0.4
2023-07-08 21:00:00,0.07,-0.39,-0.28
2023-07-08 22:00:00,0.05,-0.37,-0.04
2023-07-08 23:00:00,-0.01,-0.36,0.09
2023-07-09 00:00:00,-0.02,-0.46,0.1
2023-07-09 01:00:00,0.07,-0.53,0.07
2023-07-09 02:00:00,0.27,-0.56,0.04
2023-07-09 03:00:00,0.23,-0.6,0.0
2023-07-09 04:00:00,0.09,-0.56,-0.09
2023-07-09 05:00:00,0.05,-0.52,-0.22
2023-07-09 06:00:00,0.01,-0.45,-0.34
2023-07-09 07:00:00,0.08,-0.3,-0.36
2023-07-09 08:00:00,0.09,-0.19,-0.28
2023-07-09 09:00:00,-0.1,-0.19,-0.16
2023-07-09 10:00:00,-0.08,-0.18,-0.13
2023-07-09 11:00:00,-0.35,-0.29,-0.1
2023-07-09 12:00:00,-0.99,-0.33,-0.09
2023-07-09 13:00:00,-1.61,-0.21,0.0
2023-07-09 14:00:00,-1.61,0.06,0.15
2023-07-09 15:00:00,-1.41,0.1,0.17
2023-07-09 16:00:00,-1.22,-0.01,-0.3
2023-07-09 17:00:00,-1.09,-0.04,0.17
2023-07-09 18:00:00,-1.04,-0.19,0.1
2023-07-09 19:00:00,-1.07,-0.35,-0.18
2023-07-09 20:00:00,-1.13,-0.32,-0.27
2023-07-09 21:00:00,-1.13,-0.45,-0.28
2023-07-09 22:00:00,-1.02,-0.55,-0.26
2023-07-09 23:00:00,-0.91,-0.74,-0.21
2023-07-10 00:00:00,-0.76,-0.73,-0.2
2023-07-10 01:00:00,-0.74,-0.79,-0.17
2023-07-10 02:00:00,-0.81,-0.84,0.11
2023-07-10 03:00:00,-0.99,-1.01,0.62
2023-07-10 04:00:00,-1.12,-0.77,0.84
2023-07-10 05:00:00,-1.1,-0.63,0.82
2023-07-10 06:00:00,-1.09,-0.44,0.84
2023-07-10 07:00:00,-1.07,-0.51,0.81
2023-07-10 08:00:00,-1.0,-0.61,0.86
2023-07-10 09:00:00,-0.98,-0.4,0.82
2023-07-10 10:00:00,-0.98,-0.17,0.8
2023-07-10 11:00:00,-0.99,-0.01,0.76
2023-07-10 12:00:00,-0.98,-0.09,0.66
2023-07-10 13:00:00,-0.95,-0.09,0.42
2023-07-10 14:00:00,-0.95,-0.19,0.52
2023-07-10 15:00:00,-0.84,-0.2,0.35
2023-07-10 16:00:00,-0.89,-0.2,0.66
2023-07-10 17:00:00,-0.83,-0.28,0.54
2023-07-10 18:00:00,-0.91,-0.31,0.19
2023-07-10 19:00:00,-1.0,-0.47,0.14
2023-07-10 20:00:00,-1.11,-0.64,0.05
2023-07-10 21:00:00,-1.11,-0.72,0.03
2023-07-10 22:00:00,-1.05,-0.66,0.13
2023-07-10 23:00:00,-0.98,-0.64,0.01
2023-07-11 00:00:00,-0.97,-0.62,-0.08
2023-07-11 01:00:00,-0.92,-0.59,-0.19
2023-07-11 02:00:00,-0.77,-0.47,-0.25
2023-07-11 03:00:00,-0.73,-0.4,-0.31
2023-07-11 04:00:00,-0.59,-0.4,-0.26
2023-07-11 05:00:00,-0.43,-0.42,-0.23
2023-07-11 06:00:00,-0.2,-0.42,-0.26
2023-07-11 07:00:00,-0.05,-0.37,-0.34
2023-07-11 08:00:00,0.06,-0.35,-0.41
2023-07-11 09:00:00,0.19,-0.27,-0.71
2023-07-11 10:00:00,0.27,-0.14,-0.89
2023-07-11 11:00:00,0.34,-0.07,-0.92
2023-07-11 12:00:00,0.32,-0.27,-1.52
2023-07-11 13:00:00,0.42,-0.34,-1.05
2023-07-11 14:00:00,0.37,-0.21,-1.0
2023-07-11 15:00:00,0.99,-0.19,-1.0
2023-07-11 16:00:00,0.97,-0.3,-0.87
2023-07-11 17:00:00,0.86,-0.35,-0.96
2023-07-11 18:00:00,0.9,-0.28,-1.05
2023-07-11 19:00:00,0.93,-0.18,-0.95
2023-07-11 20:00:00,0.96,-0.2,-0.89
2023-07-11 21:00:00,1.0,-0.25,-0.9
2023-07-11 22:00:00,0.98,-0.22,-0.99
2023-07-11 23:00:00,1.0,-0.19,-1.04
2023-07-12 00:00:00,0.97,-0.11,-1.11
2023-07-12 01:00:00,0.98,-0.27,-1.05
2023-07-12 02:00:00,0.99,-0.62,-1.0
2023-07-12 03:00:00,1.01,-0.62,-1.01
2023-07-12 04:00:00,0.93,-0.29,-0.9
2023-07-12 05:00:00,0.86,-0.26,-0.89
2023-07-12 06:00:00,0.7,-0.32,-1.0
2023-07-12 07:00:00,0.53,-0.48,-1.02
2023-07-12 08:00:00,0.38,-0.62,-1.04
2023-07-12 09:00:00,0.4,-0.44,-1.08
2023-07-12 10:00:00,0.19,-0.24,-1.01
2023-07-12 11:00:00,0.12,-0.11,-0.88
2023-07-12 12:00:00,0.25,-0.1,-0.82
2023-07-12 13:00:00,0.22,-0.16,-1.13
2023-07-12 14:00:00,0.12,-0.25,-0.89
2023-07-12 15:00:00,0.04,-0.24,-1.01
2023-07-12 16:00:00,0.17,-0.22,-1.14
2023-07-12 17:00:00,0.21,-0.15,-1.2
2023-07-12 18:00:00,0.26,0.06,-0.9
2023-07-12 19:00:00,0.19,0.13,-0.71
2023-07-12 20:00:00,0.14,0.01,-0.6
2023-07-12 21:00:00,0.1,0.08,-0.53
2023-07-12 22:00:00,0.05,0.06,-0.49
2023-07-12 23:00:00,0.0,0.06,-0.48
2023-07-13 00:00:00,0.0,0.12,-0.54
2023-07-13 01:00:00,0.03,0.09,-0.52
2023-07-13 02:00:00,0.04,0.01,-1.36
2023-07-13 03:00:00,0.06,-0.08,-0.83
2023-07-13 04:00:00,0.03,-0.11,-0.82
2023-07-13 05:00:00,0.01,-0.26,-0.73
2023-07-13 06:00:00,-0.03,-0.44,-0.76
2023-07-13 07:00:00,-0.03,-0.71,-0.75
2023-07-13 08:00:00,-0.02,-0.9,-0.73
2023-07-13 09:00:00,-0.04,-0.77,-0.75
2023-07-13 10:00:00,-0.02,-0.49,-0.76
2023-07-13 11:00:00,-0.01,-0.61,-0.76
2023-07-13 12:00:00,-0.01,-0.62,-0.75
2023-07-13 13:00:00,-0.05,-0.54,-0.75
2023-07-13 14:00:00,-0.38,-0.48,-0.75
2023-07-13 15:00:00,-0.4,-0.49,-0.75
2023-07-13 16:00:00,-0.37,-0.45,-0.76
2023-07-13 17:00:00,-0.25,-0.33,-0.75
2023-07-13 18:00:00,-0.1,-0.1,-0.75
2023-07-13 19:00:00,0.03,-0.01,-0.75
2023-07-13 20:00:00,0.14,-0.03,-0.75
2023-07-13 21:00:00,0.24,-0.08,-0.77
2023-07-13 22:00:00,0.17,-0.2,-0.77
2023-07-13 23:00:00,-0.07,-0.2,-0.79
2023-07-14 00:00:00,-0.41,-0.11,-0.69
2023-07-14 01:00:00,-1.36,-0.06,-0.63
2023-07-14 02:00:00,-0.93,-0.01,-0.62
2023-07-14 03:00:00,-0.61,0.01,-0.65
2023-07-14 04:00:00,-0.53,-0.47,-0.63
2023-07-14 05:00:00,-0.55,-0.93,-0.57
2023-07-14 06:00:00,-0.56,-1.26,-0.63
2023-07-14 07:00:00,-0.54,-1.01,-0.75
2023-07-14 08:00:00,-0.54,-0.42,-0.8
2023-07-14 09:00:00,-0.54,-0.39,-0.84
2023-07-14 10:00:00,-0.54,-0.4,-0.82
2023-07-14 11:00:00,-0.54,-0.94,-0.88
2023-07-14 12:00:00,-0.54,-0.93,-0.84
2023-07-14 13:00:00,-0.54,-0.97,-0.82
2023-07-14 14:00:00,-0.54,-0.92,-0.75
2023-07-14 15:00:00,-0.54,-0.9,-0.88
2023-07-14 16:00:00,-0.53,-0.83,-0.86
2023-07-14 17:00:00,-0.54,-0.79,-0.79
2023-07-14 18:00:00,-0.54,-0.79,-0.8
2023-07-14 19:00:00,-0.54,-0.66,-0.81
2023-07-14 20:00:00,-0.54,-0.69,-0.73
2023-07-14 21:00:00,-0.52,-1.13,-0.78
2023-07-14 22:00:00,-0.53,-0.96,-0.56
2023-07-14 23:00:00,-0.56,-0.75,-0.53
2023-07-15 00:00:00,-0.58,-0.84,-0.41
2023-07-15 01:00:00,-0.56,-0.74,-0.33
2023-07-15 02:00:00,-0.59,-0.75,-0.3
2023-07-15 03:00:00,-0.62,-0.79,-0.2
2023-07-15 04:00:00,-0.63,-0.71,-0.33
2023-07-15 05:00:00,-0.57,-0.65,-0.45
2023-07-15 06:00:00,-0.51,-0.64,-0.58
2023-07-15 07:00:00,-0.49,-0.68,-0.67
2023-07-15 08:00:00,-0.5,-0.8,-0.65
2023-07-15 09:00:00,-0.48,-0.84,-0.73
2023-07-15 10:00:00,-0.53,-0.89,-0.86
2023-07-15 11:00:00,-0.57,-0.93,-0.93
2023-07-15 12:00:00,-0.52,-1.08,-0.83
2023-07-15 13:00:00,-0.34,-1.09,-0.91
2023-07-15 14:00:00,-0.4,-0.85,-0.86
2023-07-15 15:00:00,-0.46,-0.59,-0.86
2023-07-15 16:00:00,-0.51,-0.75,-0.91
2023-07-15 17:00:00,-0.56,-0.7,-0.85
2023-07-15 18:00:00,-0.54,-0.59,-0.73
2023-07-15 19:00:00,-0.54,-0.52,-0.61
2023-07-15 20:00:00,-0.62,-0.47,-0.52
2023-07-15 21:00:00,-0.6,-0.5,-0.55
2023-07-15 22:00:00,-0.56,-0.36,-0.58
2023-07-15 23:00:00,-0.5,-0.34,-0.55
2023-07-16 00:00:00,-0.48,-0.5,-0.56
2023-07-16 01:00:00,-0.53,-0.42,-0.71
2023-07-16 02:00:00,-0.62,-0.42,-0.78
2023-07-16 03:00:00,-0.67,-0.27,-0.69
2023-07-16 04:00:00,-0.45,-0.26,-0.71
2023-07-16 05:00:00,-0.41,-0.26,-0.72
2023-07-16 06:00:00,-0.53,-0.22,-0.74
2023-07-16 07:00:00,-0.46,-0.04,-0.73
2023-07-16 08:00:00,-0.36,0.08,-0.72
2023-07-16 09:00:00,-0.42,-0.25,-0.8
2023-07-16 10:00:00,-0.5,-0.07,-0.86
2023-07-16 11:00:00,-0.52,-0.03,-0.92
2023-07-16 12:00:00,-0.48,0.03,-0.73
2023-07-16 13:00:00,-0.42,-0.05,-0.68
2023-07-16 14:00:00,-0.41,-0.32,-0.83
2023-07-16 15:00:00,-0.43,-0.33,-0.88
2023-07-16 16:00:00,-0.48,-0.19,-0.8
2023-07-16 17:00:00,-0.5,-0.08,-0.77
2023-07-16 18:00:00,-0.5,-0.11,-0.79
2023-07-16 19:00:00,-0.5,-0.33,-0.82
2023-07-16 20:00:00,-0.54,-0.32,-0.78
2023-07-16 21:00:00,-0.57,-0.35,-0.76
2023-07-16 22:00:00,-0.55,-0.27,-0.71
2023-07-16 23:00:00,-0.54,-0.21,-0.81
2023-07-17 00:00:00,-0.57,-0.51,-0.85
2023-07-17 01:00:00,-0.6,-0.35,-0.62
2023-07-17 02:00:00,-0.54,-0.21,-0.76
2023-07-17 03:00:00,-0.52,-0.2,-0.7
2023-07-17 04:00:00,-0.54,-0.24,-0.78
2023-07-17 05:00:00,-0.55,-0.25,-0.79
2023-07-17 06:00:00,-0.54,-0.2,-0.78
2023-07-17 07:00:00,-0.53,-0.19,-0.72
2023-07-17 08:00:00,-0.53,-0.23,-0.7
2023-07-17 09:00:00,-0.57,-0.22,-0.69
2023-07-17 10:00:00,0.66,-0.39,0.19
2023-07-17 11:00:00,0.72,-0.48,-0.09
2023-07-17 12:00:00,0.82,-0.21,-0.38
2023-07-17 13:00:00,0.81,0.11,-0.14
2023-07-17 14:00:00,0.65,-0.27,0.6
2023-07-17 15:00:00,0.56,-0.39,0.0
2023-07-17 16:00:00,0.56,-1.01,-0.41
2023-07-17 17:00:00,0.49,-1.27,-0.38
2023-07-17 18:00:00,0.36,-1.51,0.45
2023-07-17 19:00:00,0.14,-1.61,0.07
2023-07-17 20:00:00,-0.08,-0.04,0.04
2023-07-17 21:00:00,-0.22,1.52,-0.41
2023-07-17 22:00:00,-0.41,0.98,0.04
2023-07-17 23:00:00,-0.51,-2.79,0.11
2023-07-18 00:00:00,-0.53,-1.49,0.07
2023-07-18 01:00:00,-0.4,0.96,-0.22
2023-07-18 02:00:00,-0.33,1.99,-0.53
2023-07-18 03:00:00,-0.18,-1.73,0.12
2023-07-18 04:00:00,-0.06,-2.74,0.07
2023-07-18 05:00:00,0.0,-0.07,-0.01
2023-07-18 06:00:00,-0.06,1.83,-0.33
2023-07-18 07:00:00,-0.11,0.83,0.3
2023-07-18 08:00:00,-0.41,-2.82,0.15
2023-07-18 09:00:00,-0.4,-1.48,-0.13
2023-07-18 10:00:00,-0.42,1.06,-0.41
2023-07-18 11:00:00,-0.31,1.79,-0.31
2023-07-18 12:00:00,-0.22,-1.09,0.31
2023-07-18 13:00:00,-0.12,-3.0,0.02
2023-07-18 14:00:00,0.04,-0.54,-0.09
2023-07-18 15:00:00,0.24,1.71,-0.31
2023-07-18 16:00:00,0.39,1.16,0.3
2023-07-18 17:00:00,0.51,-2.21,0.07
2023-07-18 18:00:00,0.59,-2.05,-0.13
2023-07-18 19:00:00,0.64,0.52,-0.33
2023-07-18 20:00:00,0.72,1.97,-0.39
2023-07-18 21:00:00,0.76,-1.13,-0.36
2023-07-18 22:00:00,0.81,-2.82,-0.36
2023-07-18 23:00:00,0.84,0.19,-0.51
2023-07-19 00:00:00,0.85,2.21,-0.59
2023-07-19 01:00:00,0.84,-0.25,-0.57
2023-07-19 02:00:00,0.78,-3.2,-0.74
2023-07-19 03:00:00,0.81,-0.41,-0.77
2023-07-19 04:00:00,0.78,2.19,-0.69
2023-07-19 05:00:00,0.81,0.74,-0.72
2023-07-19 06:00:00,0.82,-3.01,-0.47
2023-07-19 07:00:00,0.85,-0.87,-0.45
2023-07-19 08:00:00,0.89,2.03,-0.55
2023-07-19 09:00:00,0.86,1.29,-0.34
2023-07-19 10:00:00,0.84,-2.6,-0.19
2023-07-19 11:00:00,0.72,-1.39,-0.16
2023-07-19 12:00:00,0.67,1.73,-0.03
2023-07-19 13:00:00,0.59,1.57,0.17
2023-07-19 14:00:00,0.66,-2.12,-0.02
2023-07-19 15:00:00,0.68,-1.83,0.06
2023-07-19 16:00:00,0.65,0.97,0.11
2023-07-19 17:00:00,0.64,1.66,0.02
2023-07-19 18:00:00,0.68,-1.52,-0.08
2023-07-19 19:00:00,0.71,-2.41,-0.17
2023-07-19 20:00:00,0.71,0.78,-0.23
2023-07-19 21:00:00,0.65,1.79,-0.2
2023-07-19 22:00:00,0.54,-1.32,-0.19
2023-07-19 23:00:00,0.4,-2.47,-0.15
2023-07-20 00:00:00,0.28,0.55,-0.27
2023-07-20 01:00:00,0.16,1.74,-0.27
2023-07-20 02:00:00,0.02,-0.98,-0.12
2023-07-20 03:00:00,-0.12,-2.66,-0.02
2023-07-20 04:00:00,-0.22,0.1,-0.02
2023-07-20 05:00:00,-0.31,1.7,-0.02
2023-07-20 06:00:00,-0.4,0.43,0.07
2023-07-20 07:00:00,-0.53,-2.77,-0.07
2023-07-20 08:00:00,-0.41,-0.4,-0.12
2023-07-20 09:00:00,-0.43,1.85,0.31
2023-07-20 10:00:00,-0.43,0.65,0.09
2023-07-20 11:00:00,-0.38,-2.77,-0.27
2023-07-20 12:00:00,-0.24,-0.79,-0.14
2023-07-20 13:00:00,-0.15,1.34,0.14
2023-07-20 14:00:00,-0.08,1.14,0.01
2023-07-20 15:00:00,-0.11,-2.12,-0.2
2023-07-20 16:00:00,-0.26,-1.9,0.02
2023-07-20 17:00:00,-0.32,0.9,0.16
2023-07-20 18:00:00,-0.36,1.63,-0.08
2023-07-20 19:00:00,-0.27,-1.11,-0.59
2023-07-20 20:00:00,-0.18,-2.73,-0.16
2023-07-20 21:00:00,-0.02,0.22,-0.08
2023-07-20 22:00:00,0.21,1.86,-0.33
2023-07-20 23:00:00,0.34,-0.43,-0.26
2023-07-21 00:00:00,0.42,-2.82,-0.17
2023-07-21 01:00:00,0.39,-0.48,-0.24
2023-07-21 02:00:00,0.29,1.73,-0.18
2023-07-21 03:00:00,0.41,0.42,-0.36
2023-07-21 04:00:00,0.52,-2.7,-0.43
2023-07-21 05:00:00,0.52,-0.9,-0.26
2023-07-21 06:00:00,0.53,1.29,-0.23
2023-07-21 07:00:00,0.59,1.06,-0.43
2023-07-21 08:00:00,0.64,-2.15,-0.45
2023-07-21 09:00:00,0.69,-1.44,-0.31
2023-07-21 10:00:00,0.7,1.47,-0.31
2023-07-21 11:00:00,0.68,1.28,-0.2
2023-07-21 12:00:00,0.55,-1.49,-0.4
2023-07-21 13:00:00,0.62,-2.33,-0.5
2023-07-21 14:00:00,0.65,0.23,-0.57
2023-07-21 15:00:00,0.66,1.72,-0.64
2023-07-21 16:00:00,0.68,-0.86,-0.6
2023-07-21 17:00:00,0.74,-2.56,-0.66
2023-07-21 18:00:00,0.78,0.0,-0.8
2023-07-21 19:00:00,0.82,1.61,-0.83
2023-07-21 20:00:00,0.73,0.11,-0.87
2023-07-21 21:00:00,0.71,-2.38,-0.91
2023-07-21 22:00:00,0.7,-0.65,-0.97
2023-07-21 23:00:00,0.77,1.35,-1.07
2023-07-22 00:00:00,0.88,0.64,-0.89
2023-07-22 01:00:00,0.97,-2.17,-0.77
2023-07-22 02:00:00,0.84,-1.08,-0.62
2023-07-22 03:00:00,0.77,0.9,-0.77
2023-07-22 04:00:00,0.81,0.97,-0.95
2023-07-22 05:00:00,0.8,-1.95,-0.93
2023-07-22 06:00:00,0.86,-1.44,-0.98
2023-07-22 07:00:00,0.9,0.74,-1.0
2023-07-22 08:00:00,0.92,1.22,-0.74
2023-07-22 09:00:00,0.84,-1.51,-0.61
2023-07-22 10:00:00,0.77,-1.75,-0.57
2023-07-22 11:00:00,0.79,0.67,-0.59
2023-07-22 12:00:00,0.82,1.51,-0.62
2023-07-22 13:00:00,0.88,-1.04,-0.67
2023-07-22 14:00:00,0.83,-2.22,-0.79
2023-07-22 15:00:00,0.76,-0.05,-0.79
2023-07-22 16:00:00,0.7,1.52,-0.94
2023-07-22 17:00:00,0.7,-0.65,-0.9
2023-07-22 18:00:00,0.68,-2.41,-0.97
2023-07-22 19:00:00,0.69,-0.71,-0.86
2023-07-22 20:00:00,0.67,1.1,-1.12
2023-07-22 21:00:00,0.69,0.8,-1.0
2023-07-22 22:00:00,0.74,-2.02,-0.81
2023-07-22 23:00:00,0.76,-1.55,-0.64
2023-07-23 00:00:00,0.8,0.81,-0.61
2023-07-23 01:00:00,0.85,1.35,-0.61
2023-07-23 02:00:00,0.87,-1.32,-0.53
2023-07-23 03:00:00,0.94,-2.2,-0.31
2023-07-23 04:00:00,0.91,-0.03,-0.21
2023-07-23 05:00:00,0.89,1.6,-0.39
2023-07-23 06:00:00,0.79,-0.23,-0.41
2023-07-23 07:00:00,0.7,-2.53,-0.22
2023-07-23 08:00:00,0.7,-0.64,-0.05
2023-07-23 09:00:00,0.66,1.1,-0.11
2023-07-23 10:00:00,0.61,0.91,-0.18
2023-07-23 11:00:00,0.6,-1.94,-0.17
2023-07-23 12:00:00,0.57,-1.7,-0.2
2023-07-23 13:00:00,0.53,0.54,-0.13
2023-07-23 14:00:00,0.52,1.37,-0.1
2023-07-23 15:00:00,0.51,-1.2,0.03
2023-07-23 16:00:00,0.38,-2.23,0.12
2023-07-23 17:00:00,0.26,0.17,-0.14
2023-07-23 18:00:00,0.18,1.64,-0.24
2023-07-23 19:00:00,0.11,-0.74,-0.2
2023-07-23 20:00:00,0.03,-2.37,-0.19
2023-07-23 21:00:00,-0.03,-0.87,-0.08
2023-07-23 22:00:00,-0.12,0.66,0.08
2023-07-23 23:00:00,-0.2,0.95,-0.19
2023-07-24 00:00:00,-0.38,-2.27,-0.39
2023-07-24 01:00:00,-0.54,-1.61,-0.38
2023-07-24 02:00:00,-0.39,0.55,-0.47
2023-07-24 03:00:00,-0.41,1.41,-0.34
2023-07-24 04:00:00,-0.46,-1.18,-0.12
2023-07-24 05:00:00,-0.53,-2.26,-0.15
2023-07-24 06:00:00,-0.44,0.08,-0.49
2023-07-24 07:00:00,-0.31,1.52,-0.72
2023-07-24 08:00:00,-0.16,-1.11,-0.69
2023-07-24 09:00:00,0.06,-2.5,-0.66
2023-07-24 10:00:00,0.22,-0.36,-0.67
2023-07-24 11:00:00,0.35,1.14,-0.75
2023-07-24 12:00:00,0.47,0.5,-0.85
2023-07-24 13:00:00,0.53,-2.48,-0.83
2023-07-24 14:00:00,0.62,-1.26,-0.82
2023-07-24 15:00:00,0.65,1.16,-1.13
2023-07-24 16:00:00,0.64,1.19,-1.22
2023-07-24 17:00:00,0.56,-2.24,-1.05
2023-07-24 18:00:00,0.59,-1.65,-0.88
2023-07-24 19:00:00,0.63,0.32,-0.77
2023-07-24 20:00:00,0.6,1.21,-0.69
2023-07-24 21:00:00,0.56,-1.42,-0.68
2023-07-24 22:00:00,0.56,-2.33,-0.74
2023-07-24 23:00:00,0.58,0.15,-0.69
2023-07-25 00:00:00,0.61,1.44,-0.94
2023-07-25 01:00:00,0.64,-0.21,-1.11
2023-07-25 02:00:00,0.65,-2.48,-0.98
2023-07-25 03:00:00,0.62,-1.01,-0.86
2023-07-25 04:00:00,0.64,0.72,-0.85
2023-07-25 05:00:00,0.69,1.05,-0.85
2023-07-25 06:00:00,0.7,-1.67,-0.79
2023-07-25 07:00:00,0.69,-1.85,-0.61
2023-07-25 08:00:00,0.72,0.43,-0.48
2023-07-25 09:00:00,0.79,1.49,-0.36
2023-07-25 10:00:00,0.81,-1.18,-0.27
2023-07-25 11:00:00,0.76,-2.57,-0.3
2023-07-25 12:00:00,0.78,-0.29,-0.22
2023-07-25 13:00:00,0.85,1.69,-0.2
2023-07-25 14:00:00,0.9,0.2,-0.18
2023-07-25 15:00:00,0.92,-2.78,-0.17
2023-07-25 16:00:00,0.85,-0.76,-0.15
2023-07-25 17:00:00,0.84,1.86,-0.15
